Id,MSSubClass,MSZoning,LotArea,LotShape,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,SaleCondition,SalePrice
775,20,2,9.56282655529346,3,8,5,1,1,8,375.0,2,4,0,6,0,6,0,1935,1935,2,7.587310506022615,0,0,0,2,9,1,2,0,1.0,0,3,895,315,45,0,0,0,0,7,3,12.886641043883259
776,120,3,8.411832675758411,3,6,5,11,11,8,320.0,0,4,4,2,866,6,0,338,1204,0,7.093404625868766,0,0,1,3,5,0,3,0,11.0,0,2,412,0,247,0,0,0,0,6,2,11.99535161421452
777,20,2,9.324561516066206,0,7,5,1,0,8,240.0,2,4,0,2,20,6,0,1594,1614,0,7.3864708488298945,0,0,0,2,7,0,3,0,1.0,2,3,865,144,59,0,0,0,0,7,3,12.308177868467329
778,20,2,9.499271663828397,0,5,5,32,32,3,0.0,4,4,4,0,762,6,0,102,864,4,6.795705775173514,0,0,1,3,5,1,1,0,32.0,3,2,440,241,0,0,0,0,0,6,2,11.86709727869084
779,90,1,9.035986984831405,3,5,5,30,30,5,320.0,3,2,2,4,0,3,0,0,0,4,7.61085279039525,0,0,0,3,10,2,5,3,30.0,3,2,630,0,0,0,0,0,0,10,2,11.877568578558137
780,90,2,9.26198360512802,3,6,5,29,29,5,90.0,2,4,1,2,975,6,0,0,975,4,6.911747300251673,0,0,1,3,4,0,3,0,29.0,3,2,504,0,0,0,0,0,0,5,2,11.813030057420569
781,20,2,8.971448463693834,3,7,5,12,11,3,38.0,2,1,4,6,0,6,0,1237,1237,2,7.1332959548960675,0,0,0,3,6,1,5,0,12.0,0,2,402,220,21,0,0,0,0,6,2,12.078239274020287
782,60,2,8.875287128108383,3,6,5,14,14,8,0.0,2,4,4,0,387,6,0,374,761,0,6.697034247666483,793,0,0,2,7,0,3,0,14.0,2,2,484,0,124,0,0,0,0,7,2,12.077670930725649
783,20,2,9.697999717710331,1,7,5,8,7,8,0.0,2,4,4,6,0,6,0,1413,1413,0,7.265429723253952,0,0,0,2,6,0,3,0,8.0,2,2,605,0,33,0,0,0,0,6,2,12.13939851226218
784,85,2,9.116139576577355,0,5,6,31,31,5,104.0,2,4,0,2,1097,6,0,0,1097,0,7.01211529430638,0,0,1,2,4,1,5,0,31.0,0,2,602,303,30,0,0,0,0,7,2,12.016726473799254
785,75,3,8.748304912379622,3,6,6,94,7,9,0.0,4,4,4,6,0,6,0,742,742,0,6.60934924316738,742,0,0,3,9,1,2,4,2008.0,1,0,0,0,291,134,0,0,0,6,2,11.759785542901756
786,20,2,9.189116735524557,3,6,5,42,42,1,0.0,4,4,4,5,251,2,630,491,1372,4,7.201916317531627,0,0,0,3,7,1,2,0,42.0,3,2,457,0,0,0,0,197,0,9,2,11.992260421644847
787,50,3,9.287301413112312,3,5,6,95,60,4,0.0,1,4,4,3,686,6,0,0,686,4,6.873163834212518,686,0,1,3,7,0,3,3,49.0,3,1,416,0,0,196,0,0,0,6,2,11.842229212112827
788,60,2,9.224440496354962,0,7,5,6,6,8,0.0,2,4,4,2,656,6,0,300,956,0,6.862757913051402,1128,0,1,2,8,0,3,2,6.0,2,2,618,0,45,0,0,0,0,1,2,12.358793732547838
789,20,3,8.699514748210191,3,4,7,54,8,4,0.0,4,4,4,6,0,6,0,901,901,0,6.803505257608338,0,0,0,3,4,0,3,3,54.0,3,1,281,0,0,0,0,0,0,8,2,11.588960151246223
790,60,2,9.40960098282706,0,6,8,41,0,3,157.0,4,0,1,3,568,6,0,264,832,2,6.883462586413093,1111,0,0,2,9,0,3,0,41.0,0,2,444,133,168,0,0,0,0,7,2,12.141534124392605
791,120,2,8.065265208897733,3,7,5,4,3,8,11.0,2,4,4,2,16,6,0,1129,1145,0,7.0431599159883405,0,0,0,2,5,1,2,0,4.0,0,2,397,100,16,0,0,0,0,9,2,11.984178313616395
792,80,2,9.335474102732947,0,6,5,31,31,3,0.0,2,4,0,0,539,6,0,490,1029,4,6.967909201801884,0,0,1,3,5,2,5,0,31.0,2,2,539,120,0,0,0,0,0,5,2,11.896826395162554
793,60,2,9.20230820027892,0,7,5,11,10,4,0.0,2,4,0,2,862,6,0,255,1117,0,7.0273145140397775,886,0,1,3,8,1,5,0,10.0,3,2,455,180,130,0,0,0,0,6,2,12.50539915757667
794,20,2,9.122383093217039,3,8,5,0,0,2,140.0,2,4,0,6,0,6,0,1496,1496,0,7.310550158534423,0,0,0,2,7,0,3,0,0.0,0,2,474,168,130,0,0,0,0,6,3,12.323855681186556
795,60,2,9.290259995152056,0,7,5,14,12,4,0.0,2,4,4,6,0,6,0,712,712,0,6.990256500493881,809,0,0,2,7,1,5,0,14.0,0,2,409,143,46,0,0,0,0,10,2,12.178187442040636
796,60,2,9.035986984831405,3,6,6,30,29,3,130.0,2,4,4,6,0,6,0,650,650,4,6.78897174299217,676,0,0,3,7,1,5,0,30.0,3,2,476,0,50,0,0,204,0,4,2,12.049418835484795
797,20,2,9.011523512653033,3,6,5,30,30,5,148.0,4,4,4,6,0,6,0,660,660,0,7.158513997329321,0,0,0,3,7,1,5,0,30.0,2,2,528,138,0,0,0,0,0,4,2,11.874090314181814
798,20,2,8.945984124827898,3,5,5,55,55,8,0.0,4,4,4,1,570,6,0,203,773,2,6.650279048587422,0,0,0,3,4,0,3,0,55.0,3,1,240,0,0,0,0,0,0,4,0,11.608235644774554
799,60,2,9.5117774096603,3,9,5,1,0,8,860.0,0,4,4,6,0,6,0,1926,1926,0,7.583756300707113,1174,0,0,0,11,2,2,2,0.0,0,3,820,144,78,0,0,0,0,7,3,13.09190416991962
800,50,2,8.881836305004146,3,5,7,70,57,9,252.0,2,4,4,0,569,6,0,162,731,0,6.888572459565364,787,0,1,2,7,2,5,3,68.0,3,1,240,0,0,264,0,0,0,6,2,12.072541252905653
801,60,2,9.457044187699406,0,6,5,11,11,8,0.0,2,4,1,2,462,6,0,154,616,2,6.4232469635335185,1072,0,1,2,8,0,3,0,11.0,2,2,603,403,114,185,0,0,0,5,2,12.206072645530176
802,30,3,8.476371196895983,3,4,7,91,17,4,0.0,4,4,4,3,197,6,0,999,1196,0,7.086737934510577,0,0,1,3,5,0,3,3,50.0,3,2,440,0,0,0,0,0,0,7,2,11.607326140391713
803,60,2,9.011767474596178,3,7,5,3,3,10,0.0,2,4,0,2,648,6,0,80,728,0,6.590301048196687,728,0,1,2,7,1,2,0,3.0,0,2,410,36,18,0,0,0,0,10,2,12.14950229404178
804,60,2,9.538996427397391,3,9,5,1,0,8,424.0,0,4,1,6,0,6,0,1734,1734,0,7.458186157340487,1088,0,0,0,12,1,2,2,0.0,2,3,1020,52,170,0,0,192,0,1,3,13.275827535915461
805,20,2,9.104979856318355,3,5,5,52,52,9,0.0,4,4,4,3,812,6,0,124,936,4,7.0282014320580055,0,0,0,3,5,0,3,0,52.0,3,1,286,0,0,0,0,0,0,6,1,11.6784399034478
806,20,2,9.415238482949043,0,7,5,0,0,8,256.0,2,4,4,6,0,6,0,1417,1417,0,7.2640301428995295,0,0,0,0,6,0,3,0,0.0,2,2,554,0,60,0,0,0,0,7,3,12.33569641332368
807,80,2,9.185022563991893,3,5,5,39,39,8,0.0,4,4,0,0,400,5,480,100,980,2,6.887552571664617,0,0,0,3,6,0,3,0,39.0,0,1,384,68,0,0,0,0,0,10,2,11.816726919301894
808,70,2,9.970398257818754,3,5,6,86,5,9,0.0,4,4,1,2,1309,6,0,15,1324,0,6.977281341630747,504,0,2,2,6,1,5,0,86.0,2,2,528,0,312,0,0,0,0,5,2,12.31716669303576
809,80,2,9.503009985939002,3,5,5,40,40,8,1047.0,4,4,0,0,516,1,128,380,1024,4,6.990256500493881,0,0,1,3,6,1,2,0,40.0,2,2,484,0,0,0,0,0,0,6,2,11.982616545377665
810,75,3,8.999619340660528,3,5,5,111,44,0,0.0,4,4,4,6,0,6,0,849,849,4,6.980075940561763,1063,0,0,3,11,0,3,3,99.0,3,2,360,40,156,0,0,0,0,11,2,11.571194373094206
811,20,2,9.224243277145174,3,6,6,32,7,3,99.0,4,4,4,0,663,2,377,0,1040,1,7.1770187659099,0,0,1,2,5,1,1,0,32.0,2,2,484,265,0,0,0,0,648,1,2,12.106252310247962
812,120,3,8.397959103492541,3,6,5,4,4,8,169.0,2,4,1,2,662,6,0,186,848,0,6.742880635791902,0,0,1,2,4,1,2,0,4.0,0,2,420,140,0,0,0,0,0,6,2,11.881034786534624
813,20,4,9.072456664612796,3,5,5,58,58,9,0.0,4,4,0,6,0,6,0,540,540,4,6.9508147684425845,0,0,0,1,4,0,3,1,58.0,3,2,504,0,0,0,0,0,0,6,4,10.932981961904137
814,20,2,9.185022563991893,3,6,6,49,49,4,243.0,4,4,4,5,608,6,0,834,1442,2,7.273786317844895,0,0,0,3,7,0,3,0,49.0,2,1,301,0,0,275,0,0,0,4,2,11.969717200243736
815,50,2,9.017726025696797,3,5,7,88,56,7,0.0,4,4,4,6,0,6,0,686,686,2,6.530877627725885,564,0,0,1,7,0,3,3,51.0,3,1,280,207,0,96,0,0,0,7,2,11.6613454700885
816,20,2,9.40401391710636,1,7,5,12,12,8,442.0,2,4,4,6,0,6,0,1649,1649,0,7.415175109613295,0,0,0,2,6,0,3,0,12.0,2,2,598,0,34,0,0,0,0,5,2,12.323411137947408
817,20,2,9.343559215762406,0,5,6,52,52,1,0.0,4,4,4,1,486,6,0,522,1008,2,6.915723448631314,0,0,0,3,4,1,2,0,52.0,2,1,275,0,0,120,0,0,0,7,2,11.827736204810266
818,20,2,9.49288426657184,0,8,5,6,6,2,148.0,2,4,4,2,1218,6,0,350,1568,0,7.4318919168078,0,0,1,2,7,2,2,0,6.0,2,3,857,150,59,0,0,0,0,7,2,12.50987409986184
819,80,2,9.084323531392696,3,6,7,39,39,3,80.0,4,4,0,2,504,6,0,506,1010,2,6.958448393297656,0,0,1,3,6,0,3,0,39.0,3,2,440,0,0,0,0,0,0,6,2,11.951180395901384
820,120,2,8.759511722116487,0,7,5,1,0,8,128.0,2,4,3,2,733,6,0,625,1358,0,7.213768308118643,0,0,1,2,6,1,2,0,0.0,2,2,484,192,35,0,0,0,0,6,3,12.319401330837175
821,60,2,8.885440911707587,0,7,5,5,5,8,0.0,2,4,4,6,0,6,0,798,798,0,6.682108597449808,842,0,0,2,6,0,3,0,5.0,2,2,595,0,45,0,0,0,0,6,2,12.117241431823556
822,20,3,8.699514748210191,3,4,4,56,56,4,0.0,1,4,4,6,0,6,0,936,936,4,6.841615476477593,0,0,0,3,4,0,3,3,35.0,3,2,576,0,32,112,0,0,0,2,2,11.440354772135393
823,60,2,9.424967763522053,0,7,5,4,4,8,0.0,2,4,1,6,0,6,0,847,847,0,6.741700694652054,886,0,0,2,7,1,2,2,4.0,0,2,433,100,48,0,0,0,0,10,1,12.323855681186556
824,50,2,9.200290036122679,3,6,7,69,59,8,0.0,4,4,4,6,0,6,0,778,778,4,6.8501261661454995,545,0,0,3,7,1,2,3,69.0,3,1,240,335,0,0,0,0,0,7,2,11.845819880243553
825,20,0,9.325096609274373,3,8,5,0,0,8,0.0,2,1,4,6,0,6,0,1489,1489,0,7.305860032684009,0,0,0,2,7,1,2,0,0.0,2,2,776,0,140,0,0,0,0,6,3,12.357075519066699
826,20,2,9.602585141913492,3,10,5,1,0,2,816.0,0,4,0,2,1636,6,0,442,2078,0,7.642044402873258,0,0,1,0,7,1,2,0,1.0,0,3,1220,188,45,0,0,0,0,6,3,12.86099861326992
827,45,3,8.720950028930258,3,5,6,84,58,4,0.0,4,4,4,0,784,6,0,0,784,2,6.664409020350408,0,0,1,2,5,0,3,4,2008.0,1,0,0,0,0,116,0,0,0,5,2,11.603679828238691
828,20,2,9.051227400319108,0,7,5,8,8,8,0.0,2,4,4,2,20,6,0,1434,1454,0,7.268223021159565,0,0,0,2,6,1,5,0,8.0,2,2,527,290,39,0,0,0,0,4,2,12.14950229404178
829,60,2,10.264582712908352,1,5,5,42,42,5,0.0,4,1,1,3,249,0,764,0,1013,4,7.0561752841004095,966,0,0,3,7,0,3,0,42.0,0,2,538,486,0,0,0,225,0,6,0,12.128111104060464
830,160,0,7.841492924460013,3,7,5,1,1,4,0.0,2,4,4,6,0,6,0,600,600,0,6.253828811575472,623,80,0,2,4,0,3,3,1.0,2,2,480,0,166,0,0,0,0,7,2,11.900905258737373
831,20,2,9.384293679099619,0,6,5,51,51,3,387.0,4,4,4,5,1040,6,0,352,1392,4,7.238496840894365,0,0,1,3,6,2,2,0,51.0,2,2,458,0,0,0,0,192,0,6,2,12.019743067338679
832,160,0,8.064636475774222,3,7,5,1,1,4,0.0,2,4,4,6,0,6,0,600,600,0,6.253828811575472,600,80,0,2,4,0,3,3,1.0,2,2,480,0,166,0,0,0,0,6,2,11.925035115797062
833,60,2,9.16408698745872,0,7,6,7,7,8,223.0,2,4,4,2,483,6,0,458,941,0,6.846943139585379,888,0,1,2,7,1,5,0,7.0,2,2,613,192,39,0,0,0,0,1,2,12.375815420117268
834,20,2,9.21074029199751,3,6,6,45,45,3,180.0,4,4,4,5,196,1,345,975,1516,4,7.323830566202317,0,0,0,3,6,0,3,0,45.0,2,2,472,0,0,0,0,152,0,2,2,12.025749091398893
835,20,2,8.971448463693834,3,5,6,47,47,8,136.0,4,4,4,5,572,6,0,572,1144,2,7.042286171939742,0,0,1,3,6,0,3,0,47.0,3,2,456,0,0,0,0,0,0,9,2,11.8490404949436
836,20,2,9.169518377455928,3,4,7,60,15,8,0.0,2,4,4,1,442,6,0,625,1067,4,6.9726062513017535,0,0,0,2,4,0,3,0,14.0,3,2,436,290,0,0,0,0,0,2,2,11.759785542901756
837,30,3,8.999619340660528,3,5,6,59,34,8,0.0,4,4,4,5,338,6,0,1221,1559,2,7.351799869057777,0,0,1,3,5,0,3,3,59.0,3,2,812,0,116,230,0,0,0,6,2,11.941455846009385
838,160,3,7.426549072397305,3,6,5,35,35,3,158.0,4,4,4,1,330,6,0,153,483,4,6.180016653652572,504,0,1,3,5,0,3,3,35.0,3,1,264,0,0,0,0,0,0,11,2,11.512925464970227
839,20,2,9.1616751999949,3,5,6,13,2,8,0.0,2,4,4,6,0,6,0,1099,1099,0,7.002155954403621,0,0,0,2,6,0,3,0,9.0,3,1,352,278,0,0,0,0,0,6,2,11.877568578558137
840,50,2,9.37305428246393,3,5,6,62,13,4,0.0,4,4,4,1,352,6,0,416,768,0,6.643789733147672,432,0,0,3,6,0,3,3,62.0,3,1,240,0,0,0,0,0,0,5,2,11.779128505744884
841,70,1,9.405495886750225,0,6,8,83,58,9,0.0,4,4,4,1,156,6,0,516,672,4,6.697034247666483,672,0,0,1,7,0,3,3,74.0,3,1,400,0,0,254,0,0,0,3,2,11.849397701591439
842,70,3,9.25339986143663,3,5,8,104,6,4,0.0,4,4,4,6,0,6,0,650,650,2,6.86484777797086,581,0,0,2,8,1,4,3,25.0,3,2,686,70,78,68,0,0,0,6,2,11.967180737247824
843,80,2,9.10719961305667,3,6,7,42,42,3,183.0,4,4,1,5,312,0,539,276,1127,4,7.0604763659998016,0,0,1,3,6,0,3,0,42.0,2,2,490,0,129,0,0,0,0,5,2,12.071969661006696
844,90,2,8.987196820661973,3,5,4,46,46,1,0.0,4,4,4,6,0,6,0,1800,1800,0,7.495541943884256,0,0,0,3,10,0,3,4,2007.0,1,0,0,0,0,0,0,0,0,7,2,11.856515169360303
845,50,3,9.446597562435775,0,5,8,93,58,9,0.0,4,4,3,6,0,6,0,876,876,2,6.775366090936393,540,0,0,3,7,1,2,3,59.0,3,3,720,418,0,194,0,0,0,6,2,11.94405831982697
846,85,2,9.719985298994011,0,5,5,32,26,3,0.0,2,4,1,0,1390,6,0,0,1390,4,7.438971592395863,0,0,1,3,6,2,5,1,32.0,0,2,611,0,0,0,0,0,0,1,2,12.049418835484795
847,60,2,9.139595967450424,3,7,5,16,16,3,137.0,2,4,4,0,513,6,0,227,740,0,6.9137373506596855,769,0,1,2,7,1,5,0,16.0,3,2,425,234,72,192,0,0,0,7,2,12.269047444691562
848,20,2,9.650078074026442,0,5,6,37,37,3,0.0,4,4,0,1,460,6,0,404,864,0,6.761572768804054,0,0,1,3,5,1,1,0,37.0,3,1,338,0,0,0,0,0,0,8,2,11.801856756822444
849,50,2,10.727662995502477,1,6,8,100,11,9,0.0,4,4,4,6,0,6,0,907,907,4,7.175489713624223,1051,0,0,3,10,1,2,3,100.0,3,2,360,486,40,0,0,175,0,9,2,12.388394202324125
850,80,2,9.169518377455928,3,6,7,31,13,5,360.0,4,4,4,6,0,6,0,528,528,0,6.997595982981927,761,0,0,3,7,1,5,0,31.0,2,2,512,113,100,0,0,0,0,8,2,12.138863895836725
851,120,3,8.39728289474368,3,6,5,4,4,8,170.0,2,4,0,2,659,6,0,189,848,0,6.742880635791902,0,0,1,2,3,0,3,0,4.0,0,2,420,140,0,0,0,0,0,11,2,11.786762130599953
852,120,2,8.069655306886165,3,8,5,3,3,8,40.0,2,4,1,6,0,6,0,1273,1273,0,7.2834482287566304,0,0,0,2,7,1,5,0,3.0,0,2,400,143,20,0,0,0,0,5,2,12.278393307109802
853,75,2,8.871785969150645,3,7,5,66,57,4,0.0,4,4,4,5,364,6,0,554,918,2,6.822197390620492,728,0,0,3,7,2,2,3,66.0,3,1,240,0,0,0,0,126,0,8,2,12.007621706806335
854,80,2,9.400547423044127,0,6,6,45,45,4,115.0,4,4,1,5,564,6,0,563,1127,4,7.275864600546532,0,0,0,3,7,1,1,0,45.0,2,2,645,180,0,0,0,0,0,8,2,11.970350312009106
855,20,2,9.793672686528922,3,5,4,51,32,9,0.0,4,4,3,0,306,5,1085,372,1763,4,7.483806687665834,0,0,1,3,6,1,2,0,51.0,3,2,454,0,418,0,0,312,0,7,0,12.0435537160324
856,20,2,8.838841813431289,0,5,8,48,0,3,0.0,4,4,4,0,659,6,0,381,1040,0,6.9469759921354175,0,0,1,3,6,0,3,3,48.0,3,1,260,0,104,0,0,0,0,4,2,11.751942365440726
857,80,2,9.302919553269275,0,6,6,30,30,5,0.0,2,1,1,2,505,2,435,0,940,4,6.933423025730715,0,0,1,3,5,0,3,3,27.0,3,2,576,0,0,34,0,0,0,10,2,11.898187865760873
858,60,2,9.002701007197938,3,6,5,15,14,3,0.0,2,4,4,6,0,6,0,702,702,2,6.553933404025811,779,0,0,3,6,1,5,0,15.0,0,2,343,0,36,0,0,0,0,3,2,12.066810578196664
859,20,2,9.249561085129463,3,7,5,33,33,3,189.0,2,4,4,6,0,6,0,1090,1090,4,7.22256601882217,0,0,0,3,6,1,5,0,33.0,2,2,479,0,0,0,0,0,0,6,1,11.931635799828413
860,60,2,9.308283446306149,0,6,7,38,22,3,220.0,4,4,3,1,619,6,0,435,1054,4,7.321188556739478,1142,0,1,2,9,1,2,0,38.0,3,2,619,0,65,0,0,222,0,8,2,12.429216196844385
861,50,2,8.941414628006846,3,7,8,89,9,9,0.0,4,4,4,6,0,6,0,912,912,2,6.815639990074331,514,0,0,2,7,1,2,3,82.0,3,1,216,0,240,0,0,0,0,6,2,12.154516158615772
862,190,2,9.360913230455557,3,5,4,45,45,5,0.0,4,4,3,1,841,6,0,198,1039,0,6.946013991099227,0,0,1,3,6,0,3,0,45.0,3,2,504,0,0,0,0,0,0,4,2,11.786762130599953
863,20,2,9.176990392294627,3,6,5,26,25,3,0.0,2,4,4,2,338,6,0,702,1040,4,7.00033446027523,0,0,0,3,6,0,3,0,24.0,3,2,480,0,0,0,0,0,0,5,2,11.931635799828413
864,20,2,8.97853441008332,3,5,5,50,50,1,0.0,4,4,4,1,1148,6,0,0,1148,4,7.045776576879512,0,0,1,3,6,0,3,0,50.0,3,1,672,0,0,0,0,0,0,7,2,11.794337924408412
865,20,0,9.0641578617981,3,7,5,1,0,8,0.0,0,4,4,6,0,6,0,1372,1372,0,7.22402480828583,0,0,0,2,6,0,3,0,0.0,0,2,529,0,140,0,0,0,0,5,3,12.431533509799545
866,20,2,9.07680897935166,0,5,6,39,39,4,76.0,4,4,4,1,828,6,0,174,1002,4,6.909753281644809,0,0,1,3,5,0,3,3,36.0,3,2,902,0,0,0,0,0,0,8,2,11.908340237224893
867,20,2,9.273878392780171,0,8,5,1,0,8,274.0,2,4,0,6,0,6,0,1638,1638,0,7.406103381237014,0,0,0,2,6,1,2,0,0.0,2,3,870,192,80,0,0,0,0,11,3,12.424806488355687
868,20,2,8.849370503754571,3,4,5,46,46,8,0.0,4,4,4,0,932,6,0,108,1040,4,7.021083964289139,0,0,1,1,5,0,3,0,46.0,2,2,544,168,0,0,0,0,0,5,2,11.767567683343811
869,60,2,9.599811590329997,1,5,6,58,56,5,0.0,3,2,2,4,0,3,0,0,0,2,7.344072850573067,720,53,0,3,7,1,5,0,27.0,3,2,672,120,144,0,0,0,0,5,2,12.037653993905213
870,60,2,9.204121072162266,3,7,5,17,16,4,246.0,2,4,4,2,750,6,0,300,1050,0,6.967909201801884,887,0,1,2,8,1,5,0,17.0,0,2,574,156,90,0,0,0,0,6,2,12.371587084007745
871,20,2,8.794824928014519,3,5,5,47,47,4,0.0,4,4,4,6,0,6,0,894,894,2,6.795705775173514,0,0,0,3,5,0,3,3,47.0,3,1,308,0,0,0,0,0,0,8,2,11.603679828238691
872,60,2,9.07680897935166,3,6,5,12,12,8,116.0,2,4,4,2,505,6,0,299,804,0,6.689599269178967,878,0,0,2,7,0,3,0,12.0,2,2,523,0,77,0,0,0,0,6,2,12.208569525728759
873,20,2,9.092907275084087,3,5,7,55,12,10,0.0,4,4,0,6,0,6,0,105,105,2,6.8134445995108965,0,0,0,2,5,0,3,0,55.0,3,2,414,196,0,150,0,0,0,10,2,11.6613454700885
874,40,2,9.404590499635413,3,5,7,60,59,3,0.0,4,4,4,5,375,6,0,457,832,2,6.943122422819427,0,232,0,3,6,1,2,0,60.0,3,1,288,0,28,0,0,0,0,9,2,11.79810440720389
875,50,3,8.651724084373843,3,5,6,68,59,9,0.0,4,4,4,6,0,6,0,676,676,0,6.516193076042964,455,0,0,3,5,0,3,3,68.0,3,1,200,26,0,0,0,0,0,8,0,11.104957226643943
876,60,0,9.104979856318355,3,8,5,0,0,2,0.0,2,4,0,2,64,6,0,1120,1184,0,7.076653815443951,1426,0,0,0,11,1,2,2,0.0,0,2,550,208,364,0,0,0,0,8,3,12.623061104072981
877,20,2,10.138006161871843,3,4,5,44,44,3,0.0,4,4,1,0,633,6,0,431,1064,2,6.9469759921354175,0,0,1,3,5,0,3,0,44.0,3,2,648,0,0,0,0,0,0,1,2,11.792449349720545
878,60,2,9.086363192156472,3,9,5,5,4,8,216.0,0,4,4,2,1170,6,0,292,1462,0,7.2875606403097235,762,0,1,0,10,1,2,0,5.0,0,3,738,184,0,0,0,0,0,6,2,12.765688433465595
879,85,2,9.374328222081633,0,5,7,49,15,3,0.0,4,4,0,0,899,6,0,210,1109,4,7.051855622955893,0,0,1,2,6,0,3,3,23.0,3,2,576,192,0,0,0,0,0,6,2,11.904967552746253
880,20,2,8.853665428037448,0,5,8,31,4,8,90.0,4,4,4,0,646,6,0,218,864,0,6.761572768804054,0,0,1,3,6,0,3,0,31.0,3,1,336,0,0,0,0,0,0,7,2,11.824079893607152
881,20,2,8.857088135314953,3,5,5,2,1,8,0.0,0,1,4,0,980,6,0,110,1090,2,6.9939329752231885,0,0,1,3,5,0,3,0,2.0,0,2,450,0,49,0,0,0,0,6,2,11.964001084330445
882,50,2,9.529375752085961,0,7,5,17,16,3,117.0,2,4,3,3,902,6,0,254,1156,0,7.079184394609668,530,0,0,2,7,1,5,0,17.0,2,2,400,168,36,0,0,0,0,4,2,12.141534124392605
883,60,2,9.173261363734762,0,6,5,17,16,8,0.0,2,4,4,6,0,6,0,808,808,2,6.694562058521094,785,0,0,3,7,1,5,2,16.0,2,2,389,342,40,0,0,0,0,12,2,12.089538829274224
884,75,2,8.73294952429643,3,4,5,94,56,9,0.0,4,0,4,6,0,6,0,795,795,4,6.860663671448287,795,481,1,3,10,0,3,3,9.0,3,1,440,0,188,0,0,0,0,3,2,11.682668239557323
885,20,2,8.874867635688052,3,5,5,42,42,3,60.0,4,4,4,1,432,6,0,460,892,4,6.79346613258001,0,0,0,3,5,0,3,0,42.0,2,1,288,0,0,0,0,0,0,7,2,11.512925464970227
886,120,0,8.540714386457584,0,9,5,9,8,4,60.0,0,4,0,2,1238,6,0,460,1698,0,7.443663683115591,0,0,1,2,5,1,5,0,9.0,0,2,506,97,65,0,0,0,0,1,0,12.703509032177148
887,90,2,9.035153304082828,3,5,5,47,1,4,122.0,4,4,4,3,528,6,0,1098,1626,0,7.445417556701687,0,0,0,3,8,0,3,0,1.0,0,2,588,272,54,0,0,0,0,6,1,11.884489021402711
888,50,2,9.709052927858373,0,5,7,53,53,4,0.0,4,4,4,6,0,6,0,816,816,4,6.77078942390898,521,0,0,3,8,0,3,0,53.0,3,1,300,121,0,0,0,265,0,4,2,11.816726919301894
889,20,2,9.671870704017296,0,8,6,37,37,9,0.0,4,1,1,0,351,5,823,1043,2217,0,7.703910209616311,0,0,1,2,8,1,5,0,37.0,3,2,621,81,207,0,0,224,0,10,2,12.498742259492994
890,20,2,9.405907155520158,3,6,4,56,56,9,90.0,4,4,4,1,1024,6,0,481,1505,0,7.316548177182976,0,0,1,3,6,1,5,0,56.0,2,2,505,0,0,0,162,0,0,2,2,11.915051671812876
891,50,2,8.995164990311151,3,5,7,58,1,4,0.0,4,4,3,6,0,6,0,672,672,0,6.51025834052315,252,0,0,3,6,1,4,3,4.0,3,2,576,0,0,0,0,0,0,7,2,11.719126295554124
892,60,2,9.322239464473592,3,6,5,31,31,3,92.0,4,4,4,3,226,5,500,192,918,2,6.822197390620492,765,0,0,3,7,1,5,0,31.0,2,2,440,243,0,0,0,0,0,7,2,12.058152515453553
893,20,2,9.037652264150466,3,6,8,43,3,3,0.0,4,4,4,2,663,6,0,396,1059,4,6.9735430195201396,0,0,0,3,6,0,3,0,43.0,2,1,264,192,0,0,0,0,0,2,2,11.947949375319936
894,20,2,9.494315582496638,3,5,5,54,54,9,0.0,2,4,3,1,1064,6,0,319,1383,4,7.232010331664759,0,0,1,3,6,1,2,0,54.0,3,1,354,511,116,0,0,0,0,6,2,12.013700752882716
895,90,2,8.85623355614316,3,5,5,30,30,5,0.0,3,2,2,4,0,3,0,0,0,4,7.336285660021298,0,0,0,3,8,0,3,0,30.0,3,2,400,0,0,0,0,0,0,6,4,11.685684782260491
896,60,2,8.861633597686627,3,6,5,45,45,3,415.0,4,4,4,1,400,6,0,380,780,4,6.890609120147166,813,0,1,3,8,1,5,0,45.0,2,2,483,0,50,0,0,0,0,10,2,11.849397701591439
897,30,3,9.078521797355334,3,4,6,70,56,9,0.0,4,4,4,0,285,6,0,666,951,0,6.85751406254539,0,0,0,3,6,0,3,3,70.0,3,1,327,0,28,0,0,0,0,4,0,11.575900264131615
898,90,2,8.85623355614316,3,5,5,30,30,5,0.0,3,2,2,4,0,3,0,0,0,4,7.021083964289139,1120,0,0,3,12,0,3,3,30.0,3,2,528,154,0,0,0,0,0,6,4,11.870271183889114
899,20,2,9.466454374960303,0,9,5,1,0,8,760.0,0,4,1,2,2188,6,0,142,2330,0,7.7681103785259875,0,0,1,0,11,2,2,0,1.0,0,3,820,0,67,0,0,0,0,3,3,13.3239269468631
